employee_id,review_date,review_period,self_rating,manager_rating,overall_rating,goals_achieved,goals_target,feedback_summary,goals_met_pct
220,2024-06-15,H1-2024,3,4,4,5,5,Reason stay write eight arrive until.,100.0
220,2024-12-15,H2-2024,4,4,4,5,5,Series sure war government for sense with throw.,100.0
220,2025-06-15,H1-2025,5,4,4,5,5,Couple area blue least consider skill visit group.,100.0
221,2023-06-15,H1-2023,4,4,4,4,5,Question explain kitchen black nice small little.,80.0
221,2023-12-15,H2-2023,4,3,4,4,5,Trade today risk piece care.,80.0
221,2024-06-15,H1-2024,4,3,4,2,5,Small movement moment bed from official her.,40.0
221,2024-12-15,H2-2024,3,4,4,5,5,Unit operation positive good.,100.0
221,2025-06-15,H1-2025,4,3,4,5,5,Attack process real wrong reach.,100.0
222,2023-06-15,H1-2023,2,2,2,3,5,Reason society consumer special specific guy tree.,60.0
222,2023-12-15,H2-2023,2,3,2,5,5,Usually weight second history Mr.,100.0
222,2024-06-15,H1-2024,2,3,2,5,5,Weight trade responsibility.,100.0
222,2024-12-15,H2-2024,2,3,2,2,5,Design wind small next total claim.,40.0
222,2025-06-15,H1-2025,4,4,4,4,5,They road imagine understand half establish.,80.0
223,2023-06-15,H1-2023,3,3,3,5,5,Church task feeling hope.,100.0
223,2023-12-15,H2-2023,2,3,2,2,5,Turn section offer side cut.,40.0
223,2024-06-15,H1-2024,2,3,2,4,5,Worker matter hear start need product professor family.,80.0
223,2024-12-15,H2-2024,2,3,2,5,5,Beat identify tonight thought alone.,100.0
223,2025-06-15,H1-2025,2,3,2,4,5,Toward response focus no event actually international standard.,80.0
224,2023-06-15,H1-2023,4,5,4,2,5,Finish during what never sell.,40.0
224,2023-12-15,H2-2023,4,5,4,4,5,Home which finally true movement he size.,80.0
224,2024-06-15,H1-2024,5,5,5,2,5,According his start body fine expert.,40.0
224,2024-12-15,H2-2024,5,4,4,2,5,Clearly daughter main culture feeling decade kind party.,40.0
224,2025-06-15,H1-2025,5,4,4,4,5,Bar take business wife.,80.0
225,2023-06-15,H1-2023,3,3,3,4,5,Nor participant development.,80.0
225,2023-12-15,H2-2023,2,2,2,3,5,She type can several political scene they people.,60.0
225,2024-06-15,H1-2024,4,3,4,5,5,Wait still voice great.,100.0
225,2024-12-15,H2-2024,3,2,2,2,5,Analysis leader note.,40.0
225,2025-06-15,H1-2025,2,2,2,3,5,Eye land drop interview camera city improve.,60.0
226,2023-06-15,H1-2023,3,3,3,4,5,Much professor yourself similar fight necessary still national.,80.0
226,2023-12-15,H2-2023,3,2,2,3,5,Hope religious mother detail establish.,60.0
226,2024-06-15,H1-2024,3,2,2,2,5,Energy address for already.,40.0
226,2024-12-15,H2-2024,3,1,2,4,5,Under any leader hope thousand this so outside.,80.0
226,2025-06-15,H1-2025,1,3,2,2,5,They actually only make return rather.,40.0
227,2023-06-15,H1-2023,4,4,4,2,5,Number until benefit anything record hotel cost safe.,40.0
227,2023-12-15,H2-2023,4,3,4,2,5,From because moment.,40.0
227,2024-06-15,H1-2024,4,4,4,4,5,Success start coach adult represent visit dark nearly.,80.0
227,2024-12-15,H2-2024,2,3,2,3,5,Rule sometimes both in step trial different.,60.0
227,2025-06-15,H1-2025,3,4,4,5,5,Parent arrive who option let.,100.0
229,2023-06-15,H1-2023,1,3,2,4,5,System kitchen guess partner.,80.0
229,2023-12-15,H2-2023,3,1,2,2,5,Charge field street final ready show design.,40.0
229,2024-06-15,H1-2024,2,1,2,5,5,Hundred avoid station sea will task hand.,100.0
229,2024-12-15,H2-2024,2,2,2,2,5,Share anything son no value.,40.0
229,2025-06-15,H1-2025,1,1,1,5,5,Current security experience want.,100.0
230,2023-06-15,H1-2023,1,1,1,2,5,White material better if.,40.0
230,2023-12-15,H2-2023,1,1,1,2,5,Leg field follow successful look final.,40.0
230,2024-06-15,H1-2024,1,2,2,2,5,Hold cell little young well.,40.0
230,2024-12-15,H2-2024,2,1,2,3,5,Full food arrive others.,60.0
230,2025-06-15,H1-2025,1,1,1,2,5,Stock behind throughout worry student thank.,40.0
231,2023-06-15,H1-2023,5,5,5,2,5,Product could well parent.,40.0
231,2023-12-15,H2-2023,4,5,4,5,5,Hundred image staff performance.,100.0
232,2023-06-15,H1-2023,2,4,3,5,5,Compare although its offer.,100.0
232,2023-12-15,H2-2023,3,4,4,4,5,Sport American plant human while realize.,80.0
232,2024-06-15,H1-2024,2,4,3,5,5,Movie purpose opportunity continue less majority technology.,100.0
232,2024-12-15,H2-2024,2,4,3,3,5,Situation baby box minute start much.,60.0
232,2025-06-15,H1-2025,3,2,2,4,5,Country follow send before meeting.,80.0
233,2023-06-15,H1-2023,5,4,4,3,5,Bit recently within above summer.,60.0
233,2023-12-15,H2-2023,3,3,3,3,5,Understand bad player for discover little.,60.0
233,2024-06-15,H1-2024,3,5,4,2,5,Suddenly stand interest image.,40.0
233,2024-12-15,H2-2024,5,3,4,3,5,Foot body certain describe throughout cultural economic.,60.0
233,2025-06-15,H1-2025,3,5,4,2,5,Within thing record line another lot.,40.0
234,2023-06-15,H1-2023,5,4,4,5,5,Box charge manager story.,100.0
234,2023-12-15,H2-2023,4,4,4,3,5,Attorney glass well rise just truth.,60.0
234,2024-06-15,H1-2024,4,5,4,4,5,Position couple throw off to contain.,80.0
234,2024-12-15,H2-2024,3,4,4,4,5,He might support window.,80.0
234,2025-06-15,H1-2025,4,3,4,4,5,Candidate nice sport issue people.,80.0
235,2023-06-15,H1-2023,4,3,4,5,5,Office subject everyone share according wall budget.,100.0
235,2023-12-15,H2-2023,3,4,4,2,5,Free buy section woman occur.,40.0
235,2024-06-15,H1-2024,5,5,5,5,5,Student woman should pattern listen.,100.0
235,2024-12-15,H2-2024,5,4,4,4,5,Student pressure around near last.,80.0
235,2025-06-15,H1-2025,3,4,4,5,5,Huge reveal customer follow imagine pass many.,100.0
236,2023-06-15,H1-2023,5,4,4,3,5,Quickly song simply walk blood loss.,60.0
236,2023-12-15,H2-2023,4,3,4,5,5,Would smile memory hit pull same listen.,100.0
236,2024-06-15,H1-2024,3,5,4,4,5,Especially small more.,80.0
236,2024-12-15,H2-2024,5,4,4,2,5,More nice suggest recent.,40.0
236,2025-06-15,H1-2025,3,5,4,3,5,Least through establish even tend.,60.0
237,2023-06-15,H1-2023,3,4,4,4,5,Dinner bed dark.,80.0
237,2023-12-15,H2-2023,3,2,2,4,5,Consumer read political while stock right whether.,80.0
237,2024-06-15,H1-2024,3,3,3,4,5,On fear shoulder decision.,80.0
237,2024-12-15,H2-2024,2,2,2,4,5,Kitchen view away consider structure operation.,80.0
237,2025-06-15,H1-2025,2,4,3,4,5,Base yeah store operation situation success tell.,80.0
238,2023-06-15,H1-2023,5,5,5,5,5,Lawyer head people father baby beat.,100.0
238,2023-12-15,H2-2023,5,4,4,4,5,Space price sign ten owner.,80.0
238,2024-06-15,H1-2024,4,5,4,3,5,Nation only doctor.,60.0
238,2024-12-15,H2-2024,4,4,4,5,5,Personal today international focus about customer join least.,100.0
238,2025-06-15,H1-2025,4,4,4,4,5,Expect share event they ago.,80.0
239,2023-06-15,H1-2023,4,4,4,3,5,Number employee suffer either can prove.,60.0
239,2023-12-15,H2-2023,5,4,4,2,5,Deal father hotel glass than behavior.,40.0
239,2024-06-15,H1-2024,5,4,4,2,5,Himself option heart he task.,40.0
239,2024-12-15,H2-2024,4,5,4,5,5,Each certainly skin social threat trip.,100.0
239,2025-06-15,H1-2025,5,5,5,5,5,More smile choice art.,100.0
240,2023-06-15,H1-2023,2,4,3,3,5,Challenge high week doctor teacher.,60.0
240,2023-12-15,H2-2023,4,4,4,5,5,Republican professor save together situation.,100.0
240,2024-06-15,H1-2024,2,2,2,4,5,Couple meet role generation professional.,80.0
240,2024-12-15,H2-2024,2,4,3,5,5,Institution student dream soon create.,100.0
240,2025-06-15,H1-2025,3,4,4,2,5,Mrs stuff like particular.,40.0
241,2023-06-15,H1-2023,5,5,5,2,5,Amount shoulder wide particularly Mr fear it.,40.0
241,2023-12-15,H2-2023,5,4,4,5,5,Week feel member must worry positive despite new.,100.0
241,2024-06-15,H1-2024,5,5,5,3,5,Special easy must all friend investment ok.,60.0
241,2024-12-15,H2-2024,4,4,4,3,5,Perhaps decide while.,60.0
241,2025-06-15,H1-2025,4,4,4,4,5,Own rather school step work up.,80.0
242,2023-06-15,H1-2023,4,2,3,4,5,System continue officer exactly.,80.0
242,2023-12-15,H2-2023,2,2,2,3,5,So fear value for.,60.0
242,2024-06-15,H1-2024,2,4,3,2,5,Father contain create return.,40.0
242,2024-12-15,H2-2024,4,4,4,4,5,College dinner these too national different.,80.0
242,2025-06-15,H1-2025,3,4,4,5,5,And forget move begin call.,100.0
243,2023-06-15,H1-2023,4,4,4,4,5,Office time until.,80.0
243,2023-12-15,H2-2023,3,4,4,5,5,Box street book me region.,100.0
243,2024-06-15,H1-2024,3,4,4,4,5,Wonder action matter standard take teach.,80.0
243,2024-12-15,H2-2024,3,2,2,2,5,Music writer participant vote.,40.0
243,2025-06-15,H1-2025,2,3,2,5,5,Order data argue him adult.,100.0
244,2023-06-15,H1-2023,2,1,2,4,5,Fact say near reduce herself type late.,80.0
244,2023-12-15,H2-2023,2,1,2,4,5,Message almost different entire.,80.0
244,2024-06-15,H1-2024,3,2,2,5,5,Something short Democrat behavior.,100.0
244,2024-12-15,H2-2024,2,3,2,2,5,Test impact guy true opportunity large.,40.0
244,2025-06-15,H1-2025,1,2,2,5,5,Away according product reveal conference plant.,100.0
245,2023-06-15,H1-2023,5,4,4,3,5,Whom manage ahead lot.,60.0
245,2023-12-15,H2-2023,4,5,4,3,5,Suddenly sound wrong particularly determine put.,60.0
245,2024-06-15,H1-2024,5,5,5,3,5,Movement race speech offer whatever until research.,60.0
245,2024-12-15,H2-2024,5,5,5,4,5,Around least attention plant prepare like produce.,80.0
245,2025-06-15,H1-2025,5,5,5,3,5,Idea if floor because popular should.,60.0
246,2023-06-15,H1-2023,2,4,3,4,5,Sit trial whatever fast whole peace.,80.0
246,2023-12-15,H2-2023,2,2,2,4,5,Wait light interest know threat pick there.,80.0
246,2024-06-15,H1-2024,4,3,4,2,5,Represent around tax already Congress through describe anything.,40.0
246,2024-12-15,H2-2024,3,2,2,3,5,Drop performance allow describe organization guess note.,60.0
246,2025-06-15,H1-2025,4,2,3,4,5,Miss social impact mind part shoulder.,80.0
247,2023-06-15,H1-2023,3,2,2,4,5,Thank material with defense though cause time.,80.0
247,2023-12-15,H2-2023,3,4,4,4,5,Wonder practice own growth child medical.,80.0
247,2024-06-15,H1-2024,3,4,4,5,5,Experience single different fire inside mention but oil.,100.0
247,2024-12-15,H2-2024,3,3,3,2,5,Yourself get work approach not hear employee court.,40.0
247,2025-06-15,H1-2025,2,3,2,3,5,Tonight democratic explain late artist fear.,60.0
248,2023-06-15,H1-2023,5,5,5,3,5,Could let magazine it someone.,60.0
248,2023-12-15,H2-2023,5,4,4,5,5,Play forward first focus center.,100.0
248,2024-06-15,H1-2024,5,5,5,4,5,Cost standard life.,80.0
248,2024-12-15,H2-2024,5,5,5,5,5,Sound school realize without listen offer answer choice.,100.0
248,2025-06-15,H1-2025,5,4,4,2,5,Letter consider color white.,40.0
249,2023-06-15,H1-2023,1,1,1,4,5,Off would security school throughout receive.,80.0
249,2023-12-15,H2-2023,2,3,2,2,5,Seven enter southern public run really.,40.0
249,2024-06-15,H1-2024,1,2,2,4,5,Believe ground economy rest authority plan understand from.,80.0
249,2024-12-15,H2-2024,2,1,2,3,5,Our whose treatment.,60.0
249,2025-06-15,H1-2025,1,3,2,3,5,Write stay until assume close argue.,60.0
250,2023-06-15,H1-2023,3,3,3,5,5,High project effect service something stuff.,100.0
250,2023-12-15,H2-2023,3,3,3,5,5,Light laugh little.,100.0
250,2024-06-15,H1-2024,2,3,2,4,5,Media space husband medical break.,80.0
250,2024-12-15,H2-2024,4,3,4,5,5,Case want reach popular.,100.0
250,2025-06-15,H1-2025,3,3,3,3,5,Back call among exist floor.,60.0
251,2023-06-15,H1-2023,1,3,2,5,5,Effect ahead early unit Mrs indeed.,100.0
251,2023-12-15,H2-2023,1,3,2,3,5,Have box probably through so evening war.,60.0
251,2024-06-15,H1-2024,1,2,2,5,5,Up try foot instead magazine drop.,100.0
251,2024-12-15,H2-2024,2,3,2,3,5,About begin as citizen weight memory north cover.,60.0
251,2025-06-15,H1-2025,1,3,2,3,5,Believe capital pass instead area.,60.0
252,2023-06-15,H1-2023,2,2,2,4,5,Fear save television win keep.,80.0
252,2023-12-15,H2-2023,3,2,2,2,5,Bar participant certain produce church.,40.0
252,2024-06-15,H1-2024,3,3,3,4,5,Program apply part bring realize sister produce either.,80.0
252,2024-12-15,H2-2024,3,4,4,5,5,Reach bed town success present whose.,100.0
252,2025-06-15,H1-2025,2,4,3,3,5,Notice reveal reason fight development score above.,60.0
253,2023-06-15,H1-2023,3,4,4,2,5,Measure own allow chance list month.,40.0
253,2023-12-15,H2-2023,4,4,4,3,5,Room hand view professional town born.,60.0
253,2024-06-15,H1-2024,4,3,4,2,5,Include some door officer.,40.0
253,2024-12-15,H2-2024,5,5,5,2,5,Put land knowledge painting from scene.,40.0
253,2025-06-15,H1-2025,3,4,4,4,5,Would size guess interview son yeah modern.,80.0
254,2023-06-15,H1-2023,2,4,3,2,5,Five while particularly data.,40.0
254,2023-12-15,H2-2023,4,2,3,3,5,Standard guess agent again.,60.0
254,2024-06-15,H1-2024,4,2,3,2,5,Fall star toward drop call write ability.,40.0
254,2024-12-15,H2-2024,3,3,3,3,5,Support stop magazine others store American affect.,60.0
254,2025-06-15,H1-2025,3,3,3,3,5,Contain others dog dog.,60.0
255,2023-06-15,H1-2023,2,3,2,3,5,Themselves mind peace world this.,60.0
255,2023-12-15,H2-2023,3,2,2,4,5,Them prepare exactly threat major.,80.0
255,2024-06-15,H1-2024,4,2,3,3,5,Court one edge determine computer stage game.,60.0
255,2024-12-15,H2-2024,2,2,2,4,5,South majority maybe seek product fund school.,80.0
255,2025-06-15,H1-2025,3,3,3,3,5,Value occur hard until care range.,60.0
256,2023-06-15,H1-2023,3,5,4,3,5,Level better effect PM prove article.,60.0
256,2023-12-15,H2-2023,5,4,4,5,5,Main cold simply about.,100.0
256,2024-06-15,H1-2024,3,4,4,3,5,Unit might inside increase high remember learn later.,60.0
256,2024-12-15,H2-2024,4,3,4,2,5,Avoid commercial population no prepare prevent argue.,40.0
256,2025-06-15,H1-2025,5,3,4,3,5,Apply news seven college stage feel wind.,60.0
257,2023-06-15,H1-2023,3,4,4,3,5,Customer generation speak challenge PM.,60.0
257,2023-12-15,H2-2023,5,3,4,5,5,Institution federal individual five.,100.0
257,2024-06-15,H1-2024,5,4,4,5,5,Day seem gas black health put.,100.0
257,2024-12-15,H2-2024,3,4,4,5,5,Usually responsibility alone.,100.0
257,2025-06-15,H1-2025,4,5,4,3,5,Star kitchen use popular not.,60.0
258,2023-06-15,H1-2023,2,2,2,3,5,Argue source weight.,60.0
258,2023-12-15,H2-2023,2,4,3,2,5,Visit create one.,40.0
258,2024-06-15,H1-2024,4,2,3,3,5,Describe also enjoy article tonight.,60.0
258,2024-12-15,H2-2024,2,2,2,5,5,Both believe thank care style fall.,100.0
258,2025-06-15,H1-2025,3,3,3,3,5,Sure person coach.,60.0
259,2023-06-15,H1-2023,1,2,2,5,5,How turn for how Democrat.,100.0
259,2023-12-15,H2-2023,1,1,1,4,5,Strategy laugh sister both especially a.,80.0
259,2024-06-15,H1-2024,3,3,3,5,5,Position hotel idea interesting degree east sell raise.,100.0
259,2024-12-15,H2-2024,1,2,2,5,5,More tough president energy maintain thank whom.,100.0
259,2025-06-15,H1-2025,3,1,2,3,5,Agree suggest learn point travel.,60.0
260,2023-06-15,H1-2023,2,4,3,5,5,Cover world these shoulder from throughout American evening.,100.0
260,2023-12-15,H2-2023,3,2,2,3,5,Read require fight at question of.,60.0
260,2024-06-15,H1-2024,2,4,3,4,5,Drop special apply approach ready director.,80.0
260,2024-12-15,H2-2024,2,2,2,2,5,Listen apply lawyer figure morning capital.,40.0
260,2025-06-15,H1-2025,3,3,3,5,5,Market little board down pay free.,100.0
261,2023-06-15,H1-2023,4,5,4,2,5,Result dream do despite.,40.0
261,2023-12-15,H2-2023,5,5,5,4,5,Stock all he.,80.0
261,2024-06-15,H1-2024,5,4,4,4,5,Ground case remember take.,80.0
261,2024-12-15,H2-2024,4,5,4,4,5,Season plan big imagine water above fire.,80.0
261,2025-06-15,H1-2025,5,5,5,5,5,Thing wide society choose surface director environmental.,100.0
262,2023-06-15,H1-2023,4,5,4,2,5,Tell arrive up really able people.,40.0
262,2023-12-15,H2-2023,3,3,3,2,5,Increase someone space keep.,40.0
262,2024-06-15,H1-2024,3,3,3,2,5,Article trial thank institution if watch.,40.0
262,2024-12-15,H2-2024,3,3,3,2,5,Clearly enter world start behind.,40.0
262,2025-06-15,H1-2025,4,5,4,5,5,Record floor guess mean participant.,100.0
263,2023-06-15,H1-2023,3,2,2,5,5,Yet floor employee.,100.0
263,2023-12-15,H2-2023,4,3,4,2,5,Budget point pick resource.,40.0
263,2024-06-15,H1-2024,3,4,4,5,5,Professor live science future hospital great.,100.0
263,2024-12-15,H2-2024,2,2,2,2,5,Soldier score third image bag.,40.0
263,2025-06-15,H1-2025,3,4,4,5,5,End identify of learn we might worry.,100.0
264,2023-06-15,H1-2023,5,4,4,4,5,Yard Congress hear should.,80.0
264,2023-12-15,H2-2023,3,5,4,5,5,Box Republican hair foot.,100.0
264,2024-06-15,H1-2024,5,4,4,3,5,Teacher pay state affect much continue.,60.0
264,2024-12-15,H2-2024,4,5,4,5,5,More nation space suddenly home weight understand.,100.0
264,2025-06-15,H1-2025,5,4,4,2,5,House during make alone.,40.0
265,2023-06-15,H1-2023,2,1,2,2,5,Paper page resource out recognize add send more.,40.0
265,2023-12-15,H2-2023,2,2,2,3,5,System tonight tough camera career fine.,60.0
265,2024-06-15,H1-2024,1,1,1,2,5,Nice with spend thus mission.,40.0
265,2024-12-15,H2-2024,1,2,2,5,5,South matter employee become wear.,100.0
265,2025-06-15,H1-2025,2,1,2,4,5,Do democratic across should of federal.,80.0
266,2023-06-15,H1-2023,2,4,3,3,5,Model rise month experience include people receive.,60.0
266,2023-12-15,H2-2023,3,3,3,5,5,Camera process occur impact.,100.0
266,2024-06-15,H1-2024,4,4,4,5,5,Suggest new practice mother individual.,100.0
266,2024-12-15,H2-2024,3,4,4,4,5,Ok the thank party laugh draw whether.,80.0
266,2025-06-15,H1-2025,3,2,2,5,5,High ten simply sister customer wide quality.,100.0
267,2023-06-15,H1-2023,1,1,1,2,5,Design travel government we then defense into.,40.0
267,2023-12-15,H2-2023,1,2,2,2,5,Dinner seat probably back matter business protect kitchen.,40.0
267,2024-06-15,H1-2024,3,1,2,2,5,Well whether whose their church want girl now.,40.0
267,2024-12-15,H2-2024,3,1,2,4,5,Financial thousand student common room.,80.0
267,2025-06-15,H1-2025,3,2,2,2,5,Magazine society Mr write often perform opportunity write.,40.0
268,2023-06-15,H1-2023,4,2,3,3,5,Try offer newspaper.,60.0
268,2023-12-15,H2-2023,4,3,4,3,5,Nation break cover however.,60.0
268,2024-06-15,H1-2024,3,4,4,5,5,Memory watch religious onto trip.,100.0
268,2024-12-15,H2-2024,2,4,3,3,5,Civil same mean away.,60.0
268,2025-06-15,H1-2025,2,2,2,2,5,Professor strategy black type quality vote produce.,40.0
269,2023-06-15,H1-2023,3,4,4,5,5,Situation strategy opportunity take.,100.0
269,2023-12-15,H2-2023,2,2,2,5,5,Note why about despite race modern.,100.0
269,2024-06-15,H1-2024,2,3,2,5,5,Street real language current.,100.0
269,2024-12-15,H2-2024,4,2,3,5,5,Beat hospital world activity.,100.0
269,2025-06-15,H1-2025,2,3,2,2,5,Owner boy difficult mouth responsibility team.,40.0
270,2023-06-15,H1-2023,3,3,3,4,5,Worker plant song front tonight expert little.,80.0
270,2023-12-15,H2-2023,5,3,4,3,5,Reduce church small oil.,60.0
270,2024-06-15,H1-2024,3,5,4,2,5,Rule place throughout training where maintain task.,40.0
270,2024-12-15,H2-2024,3,4,4,3,5,Such anyone person traditional team poor where.,60.0
271,2023-06-15,H1-2023,3,2,2,5,5,The foreign defense across.,100.0
271,2023-12-15,H2-2023,3,2,2,4,5,Major arrive their.,80.0
271,2024-06-15,H1-2024,3,2,2,3,5,Central improve many statement every product.,60.0
271,2024-12-15,H2-2024,2,4,3,5,5,Threat democratic price ground well hair.,100.0
271,2025-06-15,H1-2025,3,4,4,5,5,Suddenly our half require.,100.0
272,2023-06-15,H1-2023,2,2,2,3,5,Major themselves message win morning customer local.,60.0
272,2023-12-15,H2-2023,2,4,3,3,5,Man happen address myself.,60.0
272,2024-06-15,H1-2024,3,2,2,5,5,Chance yeah available paper.,100.0
272,2024-12-15,H2-2024,2,4,3,5,5,Bad what reason officer other rule society.,100.0
272,2025-06-15,H1-2025,2,3,2,4,5,Treatment respond short still member common yet.,80.0
273,2023-06-15,H1-2023,2,1,2,2,5,Remain me catch number enjoy.,40.0
273,2023-12-15,H2-2023,2,1,2,2,5,Long name Republican cell whole rise daughter.,40.0
273,2024-06-15,H1-2024,1,1,1,2,5,Fish myself one record which.,40.0
273,2024-12-15,H2-2024,1,2,2,5,5,Here keep mind catch fact.,100.0
273,2025-06-15,H1-2025,2,1,2,3,5,Generation there develop camera follow particularly.,60.0
274,2023-06-15,H1-2023,2,1,2,4,5,Forward kind early process onto forget want trouble.,80.0
274,2023-12-15,H2-2023,2,1,2,4,5,Property among always administration body.,80.0
274,2024-06-15,H1-2024,1,1,1,4,5,Lot alone by civil she bag into treat.,80.0
274,2024-12-15,H2-2024,1,1,1,3,5,Movement have people TV million join character like.,60.0
274,2025-06-15,H1-2025,1,1,1,3,5,Clear building much month much least sure.,60.0
275,2023-06-15,H1-2023,5,5,5,5,5,While against show within.,100.0
275,2023-12-15,H2-2023,5,5,5,5,5,Member natural him environment do man sense.,100.0
275,2024-06-15,H1-2024,4,4,4,3,5,Material stage behind culture believe well owner.,60.0
275,2024-12-15,H2-2024,4,3,4,4,5,Here southern draw leave glass.,80.0
275,2025-06-15,H1-2025,4,5,4,2,5,Some stand nothing eat never off.,40.0
276,2023-06-15,H1-2023,5,3,4,3,5,Mean money man hand major professor entire.,60.0
276,2023-12-15,H2-2023,5,3,4,3,5,Will result behind market.,60.0
276,2024-06-15,H1-2024,3,5,4,4,5,Door mother exist type exactly purpose six understand.,80.0
276,2024-12-15,H2-2024,4,4,4,3,5,The election drive local always few run.,60.0
276,2025-06-15,H1-2025,5,5,5,2,5,Break area energy effect meeting participant.,40.0
277,2023-06-15,H1-2023,3,4,4,3,5,Figure feeling different kitchen.,60.0
277,2023-12-15,H2-2023,3,4,4,5,5,Probably article how federal yeah.,100.0
277,2024-06-15,H1-2024,2,2,2,4,5,Gun business nor start site type.,80.0
277,2024-12-15,H2-2024,3,4,4,3,5,Use animal court again.,60.0
277,2025-06-15,H1-2025,3,2,2,4,5,Local age but wish have water just.,80.0
278,2023-06-15,H1-2023,3,1,2,5,5,Anyone better type ready enough consider.,100.0
278,2023-12-15,H2-2023,1,3,2,3,5,It seek under their raise my later film.,60.0
278,2024-06-15,H1-2024,3,1,2,5,5,Accept radio kitchen itself north show energy.,100.0
278,2024-12-15,H2-2024,1,2,2,4,5,No science medical son shake.,80.0
278,2025-06-15,H1-2025,2,1,2,3,5,Once there discussion.,60.0
279,2023-06-15,H1-2023,1,1,1,5,5,Everything able everybody turn partner.,100.0
279,2023-12-15,H2-2023,1,1,1,3,5,Particularly perform news him official produce manager.,60.0
279,2024-06-15,H1-2024,1,1,1,2,5,Could challenge design simply participant here central.,40.0
279,2024-12-15,H2-2024,1,2,2,5,5,Only job really raise travel.,100.0
279,2025-06-15,H1-2025,1,1,1,5,5,Low hair only chair write.,100.0
280,2023-06-15,H1-2023,3,2,2,3,5,In foreign success admit morning score.,60.0
280,2023-12-15,H2-2023,2,2,2,5,5,Despite force such control popular pick.,100.0
280,2024-06-15,H1-2024,4,3,4,2,5,Author though sister human.,40.0
280,2024-12-15,H2-2024,3,4,4,3,5,Use grow story realize.,60.0
280,2025-06-15,H1-2025,3,4,4,2,5,With worry able weight check reduce.,40.0
281,2023-06-15,H1-2023,3,3,3,5,5,Exist have attorney various environmental population.,100.0
281,2023-12-15,H2-2023,4,4,4,3,5,Performance make reveal glass easy response.,60.0
281,2024-06-15,H1-2024,3,3,3,4,5,Scientist those three dinner animal letter.,80.0
282,2023-06-15,H1-2023,3,5,4,3,5,Live picture prepare tell.,60.0
282,2023-12-15,H2-2023,5,3,4,4,5,Keep there voice ahead his into.,80.0
282,2024-06-15,H1-2024,5,4,4,3,5,Allow week customer career need short.,60.0
282,2024-12-15,H2-2024,4,5,4,2,5,Of more two accept eye bring.,40.0
282,2025-06-15,H1-2025,5,5,5,3,5,Force language single somebody among news radio.,60.0
283,2023-06-15,H1-2023,5,5,5,5,5,Bank expert down number serious step health.,100.0
283,2023-12-15,H2-2023,5,4,4,4,5,Social statement it deep account today accept.,80.0
283,2024-06-15,H1-2024,4,3,4,5,5,Far record decide wish.,100.0
283,2024-12-15,H2-2024,4,4,4,3,5,Wide tonight behavior.,60.0
283,2025-06-15,H1-2025,4,4,4,4,5,Watch evidence customer remain side.,80.0
284,2023-06-15,H1-2023,4,5,4,2,5,Less feel better play often baby current couple.,40.0
284,2023-12-15,H2-2023,4,3,4,2,5,Focus old cup fly room whole seat.,40.0
284,2024-06-15,H1-2024,5,5,5,2,5,Able alone long seek.,40.0
284,2024-12-15,H2-2024,3,3,3,4,5,Role size explain.,80.0
284,2025-06-15,H1-2025,4,5,4,2,5,Time music then heart.,40.0
285,2023-06-15,H1-2023,2,2,2,5,5,Deep necessary really economic truth seven.,100.0
285,2023-12-15,H2-2023,3,2,2,4,5,Idea tough want protect month.,80.0
285,2024-06-15,H1-2024,2,2,2,5,5,International put air month star movement deal.,100.0
285,2024-12-15,H2-2024,4,4,4,3,5,Catch week choice cold.,60.0
285,2025-06-15,H1-2025,3,2,2,2,5,Turn stay space traditional story different.,40.0
286,2023-06-15,H1-2023,3,5,4,2,5,Nor newspaper hold.,40.0
286,2023-12-15,H2-2023,4,4,4,5,5,Expert west plan remember.,100.0
286,2024-06-15,H1-2024,5,5,5,5,5,Six discussion student thing hundred.,100.0
286,2024-12-15,H2-2024,5,4,4,2,5,At state fund method.,40.0
286,2025-06-15,H1-2025,5,4,4,5,5,Kind camera if result purpose.,100.0
287,2023-06-15,H1-2023,2,4,3,2,5,Bank church customer.,40.0
287,2023-12-15,H2-2023,3,4,4,4,5,Military she allow probably possible animal.,80.0
287,2024-06-15,H1-2024,2,4,3,4,5,Force worker article street relationship blue.,80.0
287,2024-12-15,H2-2024,3,4,4,3,5,Yourself election defense argue child hope time hear.,60.0
287,2025-06-15,H1-2025,4,2,3,5,5,Article family late society a save dog.,100.0
288,2023-06-15,H1-2023,3,3,3,4,5,Somebody language suddenly issue so.,80.0
288,2023-12-15,H2-2023,3,1,2,2,5,Senior among whom trouble manage.,40.0
288,2024-06-15,H1-2024,1,3,2,5,5,Note billion state west wear recently walk.,100.0
288,2024-12-15,H2-2024,3,3,3,4,5,Us fact stand operation.,80.0
288,2025-06-15,H1-2025,3,2,2,3,5,Let tonight physical money.,60.0
289,2023-06-15,H1-2023,5,4,4,5,5,Just daughter above.,100.0
289,2023-12-15,H2-2023,4,5,4,5,5,Player south perhaps.,100.0
289,2024-06-15,H1-2024,3,3,3,4,5,Effect establish feel.,80.0
289,2024-12-15,H2-2024,3,4,4,5,5,Consumer style us man.,100.0
289,2025-06-15,H1-2025,4,5,4,3,5,Front skin simple course.,60.0
291,2023-06-15,H1-2023,4,2,3,3,5,Soon leg nice past difficult term.,60.0
